1202,lc1202,,爱鲜蜂,,,,1,30,2017-07-10 19:09:09,None,None,None,None
1203,lc1203,,默认,,默认,,1,12,2017-07-10 19:09:09,None,None,None,None
1204,lc1204,,默认,,默认,,1,76.46,2017-07-10 19:09:09,None,None,None,None
121,1,,默认,,默认,,1,8,2017-07-10 19:09:09,None,None,None,None
123,缠绕膜,,默认,,默认,,1,0,2017-07-10 19:09:09,None,None,None,None
1230001,lc自建商品01,,默认,,默认,,1,7.21,2017-07-10 19:09:09,None,None,None,None
1230002,lc自建商品02,,,,,,1,9.65,2017-07-10 19:09:09,None,None,None,None
1230003,lc自建商品03,,,,,,1,8.91,2017-07-10 19:09:09,None,None,None,None
123258147369,简版,,爱鲜蜂,,,,1,20,2017-07-10 19:09:09,None,None,None,None
123258369147,简版,,爱鲜蜂,,,,1,40,2017-07-10 19:09:09,None,None,None,None
123258369148,简版,,爱鲜蜂,,,,1,70,2017-07-10 19:09:09,None,None,None,None
123321,test,,,,,,1,5,2017-07-10 19:09:09,None,None,None,None
1233211,未知商品8099,,默认,,默认,,1,3,2017-07-10 19:09:09,None,None,None,None
1233212,未知商品7701,,默认,,默认,,1,30,2017-07-10 19:09:09,None,None,None,None
1234001,qwe001,,爱鲜蜂,,,,1,2,2017-07-10 19:09:09,None,None,None,None
1234002,qwe002,,爱鲜蜂,,,,1,5,2017-07-10 19:09:09,None,None,None,None
1234003,qwe003,,爱鲜蜂,,,,1,8,2017-07-10 19:09:09,None,None,None,None
1234004,qwe004,,爱鲜蜂,,,,1,2,2017-07-10 19:09:09,None,None,None,None
1234005,qwe005,,爱鲜蜂,,,,1,5,2017-07-10 19:09:09,None,None,None,None
1234006,qwe006,,爱鲜蜂,,,,1,8,2017-07-10 19:09:09,None,None,None,None
1234007,qwe007,,爱鲜蜂,,,,1,2,2017-07-10 19:09:09,None,None,None,None
1234008,qwe008,,爱鲜蜂,,,,1,5,2017-07-10 19:09:09,None,None,None,None
1234009,qwe009,,爱鲜蜂,,,,1,8,2017-07-10 19:09:09,None,None,None,None
1234010,qwe010,,爱鲜蜂,,,,1,2,2017-07-10 19:09:09,None,None,None,None
